,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_f_side,eff_r_side,eff_back
13,13,4717094.915310355,4717126.30083016,103200.10068316948,-85.06767377090506,-84.0151561375909,7728.5031420902005,58.61335133144992,6671799.865460022,1,0.0008699998902495042,0.7855211205074177,0,0.000342089743298816,0,0,0,0
14,14,4717006.682075675,4717039.1200918155,110928.53283728793,-91.39877585102076,-90.34630104964124,7728.359437330314,58.61335133144992,6671799.855384549,1,0.0008699998902495042,0.78553982072576,0,0.0003420838501383197,0,0,0,0
15,15,4716912.117799546,4716945.608268483,118656.81610023021,-97.72975525338184,-96.67732469654072,7728.205359771161,58.61335133144992,6671799.845309257,1,0.0008699998902495042,0.7855598623616703,0,0.00034207753185292437,0,0,0,0
16,16,4716811.222608893,4716845.765485676,126384.94009929929,-104.06060348071892,-103.00821858096059,7728.040909619556,58.61335133144992,6671799.835234157,1,0.0008699998902495042,0.7855812453076294,0,0.0003420707884993577,0,0,0,0
17,17,4716703.996639142,4716739.591877407,134112.89446201193,-110.39131203593874,-109.3389742057463,7727.866087096234,58.61335133144992,6671799.825159258,1,0.0008699998902495042,0.7856039694489344,0,0.0003420636201381618,0,0,0,0
18,18,4716590.440034212,4716627.087586184,141840.6688161126,-116.72187242213556,-115.66958307392895,7727.680892435852,58.61335133144992,6671799.815084584,1,0.0008699998902495042,0.7856280346637026,0,0.00034205602683366575,0,0,0,0
19,19,4716470.55294652,4716508.252763011,149568.25278958734,-123.0522761426026,-122.00003668873666,7727.485325886989,58.61335133144992,6671799.805010134,1,0.0008699998902495042,0.7856534408228716,0,0.00034204800865404565,0,0,0,0
20,20,4716344.335536981,4716383.08756739,157295.63601067776,-129.38251470084336,-128.330326553606,7727.279387712143,58.61335133144992,6671799.794935929,1,0.0008699998902495042,0.7856801877902059,0,0.0003420395656712278,0,0,0,0
21,21,4716211.787975005,4716251.592167319,165022.80810789493,-135.71257960058313,-134.66044417219337,7727.0630781877335,58.61335133144992,6671799.784861978,1,0.0008699998902495042,0.7857082754222989,0,0.00034203069796099835,0,0,0,0
22,22,4716072.9104384985,4716113.766739293,172749.75871003332,-142.04246234578034,-140.9903810483864,7726.836397604101,58.61335133144992,6671799.774788297,1,0.0008699998902495042,0.7857377035685766,0,0.00034202140560289813,0,0,0,0
23,23,4715927.703113864,4715969.611468302,180476.47744618467,-148.37215444063793,-147.32012868631546,7726.599346265504,58.61335133144992,6671799.764714897,1,0.0008699998902495042,0.785768472071301,0,0.0003420116886803046,0,0,0,0
24,24,4715776.166196,4715819.126547832,188202.9539457519,-154.7016473896148,-153.64967859036486,7726.351924490122,58.61335133144992,6671799.754641784,1,0.0008699998902495042,0.7858005807655751,0,0.00034200154728036174,0,0,0,0
25,25,4715618.299888299,4715662.312179864,195929.1778384632,-161.0309326974372,-159.9790222651844,7726.094132610052,58.61335133144992,6671799.744568978,1,0.0008699998902495042,0.7858340294793468,0,0.00034199098149406226,0,0,0,0
26,26,4715454.10440265,4715499.168574876,203655.13875438564,-167.3600018691102,-166.30815121570078,7725.82597097131,58.61335133144992,6671799.73449649,1,0.0008699998902495042,0.7858688180334122,0,0.0003419799914161212,0,0,0,0
27,27,4715283.579959437,4715329.695951839,211380.8263239394,-173.68884640992889,-172.6370569471289,7725.547439933831,58.61335133144992,6671799.724424329,1,0.0008699998902495042,0.7859049462414223,0,0.0003419685771450919,0,0,0,0
28,28,4715106.726787538,4715153.894538219,219106.23017791152,-180.01745782549,-178.96573096498338,7725.2585398714655,58.61335133144992,6671799.714352515,1,0.0008699998902495042,0.7859424139098851,0,0.0003419567387833458,0,0,0,0
29,29,4714923.545124326,4714971.764569978,226831.33994746982,-186.34582762170322,-185.29416477508983,7724.959271171982,58.61335133144992,6671799.704281054,1,0.0008699998902495042,0.7859812208381728,0,0.00034194447643699956,0,0,0,0
30,30,4714734.035215666,4714783.30629157,234556.14526417686,-192.6739473048026,-191.62234988359637,7724.649634237067,58.61335133144992,6671799.69420996,1,0.0008699998902495042,0.7860213668185257,0,0.0003419317902159704,0,0,0,0
31,31,4714538.197315918,4714588.519955942,242280.63576000385,-199.0018083813579,-197.950277796985,7724.329629482321,58.61335133144992,6671799.684139246,1,0.0008699998902495042,0.7860628516360575,0,0.0003419186802339813,0,0,0,0
32,32,4714336.031687937,4714387.405824538,250004.80106734458,-205.3294023582861,-204.27794002208296,7723.99925733726,58.61335133144992,6671799.674068928,1,0.0008699998902495042,0.7861056750687616,0,0.0003419051466085176,0,0,0,0
33,33,4714127.5386030665,4714179.964167292,257728.63081902926,-211.65672074286266,-210.6053280660741,7723.6585182453155,58.61335133144992,6671799.663999013,1,0.0008699998902495042,0.7861498368875155,0,0.0003418911894608878,0,0,0,0
34,34,4713912.718341146,4713966.195262631,265452.1146483385,-217.98375504273304,-216.9324334365104,7723.307412663832,58.61335133144992,6671799.653929514,1,0.0008699998902495042,0.7861953368560874,0,0.0003418768089161395,0,0,0,0
35,35,4713691.571190506,4713746.099397475,273175.24218901736,-224.31049676592403,-223.2592476413233,7722.945941064069,58.61335133144992,6671799.6438604435,1,0.0008699998902495042,0.7862421747311423,0,0.000341862005103126,0,0,0,0
36,36,4713464.09744797,4713519.6768672345,280898.00307528884,-230.63693742085522,-229.58576218883505,7722.5741039312,58.61335133144992,6671799.6337918155,1,0.0008699998902495042,0.7862903502622476,0,0.00034184677815447747,0,0,0,0
37,37,4713230.297418851,4713286.927975813,288620.3869418683,-236.96306851635032,-235.91196858777016,7722.191901764308,58.61335133144992,6671799.623723643,1,0.0008699998902495042,0.7863398631918795,0,0.0003418311282065781,0,0,0,0
38,38,4712990.171416954,4713047.853035605,296342.38342397695,-243.28888156164854,-242.23785834726684,7721.799335076388,58.61335133144992,6671799.61365594,1,0.0008699998902495042,0.7863907132554303,0,0.00034181505539962714,0,0,0,0
39,39,4712743.719764574,4712802.452367495,304063.98215735616,-249.6143680664161,-248.5634229768883,7721.396404394349,58.61335133144992,6671799.6035887115,1,0.0008699998902495042,0.7864429001812142,0,0.0003417985598775389,0,0,0,0
40,40,4712490.942792498,4712550.726300858,311785.17277828103,-255.93951954075752,-254.88865398663418,7720.983110259007,58.61335133144992,6671799.59352198,1,0.0008699998902495042,0.7864964236904749,0,0.00034178164178805313,0,0,0,0
41,41,4712231.840839999,4712292.675173558,319505.94492357445,-262.264327495227,-261.213542886952,7720.559453225089,58.61335133144992,6671799.583455749,1,0.0008699998902495042,0.7865512834973911,0,0.0003417643012826346,0,0,0,0
42,42,4711966.414254843,4712028.29933195,327226.288230621,-268.58878344084,-267.5380811887485,7720.125433861231,58.61335133144992,6671799.573390037,1,0.0008699998902495042,0.7866074793090863,0,0.0003417465385165558,0,0,0,0
43,43,4711694.663393283,4711757.599130876,334946.19233738095,-274.91287888908437,-273.862260403401,7719.681052749976,58.61335133144992,6671799.563324857,1,0.0008699998902495042,0.7866650108256339,0,0.0003417283536487961,0,0,0,0
44,44,4711416.58862006,4711480.574933669,342665.6468824039,-281.2366053519319,-280.18607204276896,7719.226310487774,58.61335133144992,6671799.553260215,1,0.0008699998902495042,0.7867238777400658,0,0.000341709746842124,0,0,0,0
45,45,4711132.190308403,4711197.227112145,350384.64150484285,-287.5599543418498,-286.50950761920507,7718.761207684983,58.61335133144992,6671799.54319613,1,0.0008699998902495042,0.7867840797383805,0,0.0003416907182631016,0,0,0,0
46,46,4710841.468840029,4710907.5560466135,358103.1658444682,-293.8829173718117,-292.83255864556696,7718.285744965866,58.61335133144992,6671799.533132606,1,0.0008699998902495042,0.7868456164995493,0,0.0003416712680819779,0,0,0,0
47,47,4710544.424605141,4710611.562125866,365821.2095416817,-300.2054859553096,-299.1552166352284,7717.79992296859,58.61335133144992,6671799.523069668,1,0.0008699998902495042,0.7869084876955269,0,0.0003416513964727567,0,0,0,0
48,48,4710241.058002429,4710309.245747183,373538.7622375299,-306.5276516063648,-305.47747310209076,7717.303742345227,58.61335133144992,6671799.513007321,1,0.0008699998902495042,0.7869726929912572,0,0.0003416311036132839,0,0,0,0
49,49,4709931.369439067,4710000.607316331,381255.81357371865,-312.84940583953966,-311.79931956059437,7716.797203761751,58.61335133144992,6671799.502945574,1,0.0008699998902495042,0.7870382320446841,0,0.0003416103896850159,0,0,0,0
50,50,4709615.3593307175,4709685.64724756,388972.35319262656,-319.17074016994854,-318.12074752572994,7716.28030789804,58.61335133144992,6671799.492884446,1,0.0008699998902495042,0.7871051045067584,0,0.0003415892548732536,0,0,0,0
51,51,4709293.028101523,4709364.365963606,396688.3707373191,-325.4916461132696,-324.4417485130499,7715.75305544787,58.61335133144992,6671799.482823944,1,0.0008699998902495042,0.7871733100214462,0,0.0003415676993670082,0,0,0,0
52,52,4708964.376184114,4709036.763895689,404403.8558515626,-331.81211518575606,-330.76231403867985,7715.21544711892,58.61335133144992,6671799.472764087,1,0.0008699998902495042,0.7872428482257399,0,0.00034154572335899804,0,0,0,0
53,53,4708629.404019603,4708702.841483511,412118.79817983776,-338.1321389042474,-337.08243561932994,7714.6674836327675,58.61335133144992,6671799.462704881,1,0.0008699998902495042,0.7873137187496656,0,0.00034152332704571586,0,0,0,0
54,54,4708288.112057584,4708362.5991752595,419833.18736735405,-344.4517087861811,-343.4021047723062,7714.109165724889,58.61335133144992,6671799.452646343,1,0.0008699998902495042,0.7873859212162931,0,0.0003415005106273429,0,0,0,0
55,55,4707940.500756136,4708016.037427603,427547.01306006324,-350.7708163496036,-349.7213130155219,7713.540494144657,58.61335133144992,6671799.44258848,1,0.0008699998902495042,0.7874594552417449,0,0.0003414772743078568,0,0,0,0
56,56,4707586.570581818,4707663.156705692,435260.2649046735,-357.0894531131821,-356.0400518675091,7712.961469655342,58.61335133144992,6671799.432531308,1,0.0008699998902495042,0.7875343204352067,0,0.0003414536182948839,0,0,0,0
57,57,4707226.32200967,4707303.957483159,442972.9325486631,-363.40761059621576,-362.3583128474298,7712.372093034109,58.61335133144992,6671799.422474843,1,0.0008699998902495042,0.7876105163989355,0,0.000341429542799786,0,0,0,0
58,58,4706859.755523212,4706938.440242115,450685.0056402946,-369.7252803186469,-368.67608747508757,7711.772365072016,58.61335133144992,6671799.412419092,1,0.0008699998902495042,0.7876880427282722,0,0.0003414050480376856,0,0,0,0
59,59,4706486.871614446,4706566.605473153,458396.47382862837,-376.0424538010727,-374.99336727093873,7711.162286574018,58.61335133144992,6671799.402364065,1,0.0008699998902495042,0.7877668990116489,0,0.00034138013422737966,0,0,0,0
