,t,x,y,z,v_x,v_y,v_z,m,SMA,Eclipse,Sun multiplier,SP angle,Thrust,f_aero,third panel,eff_side,eff_back
1436,1436,-439734.47815947304,-438831.16429668857,6642807.19693294,-5441.725603168477,-5441.843638659982,-719.7321017775383,53.099999999999994,6671786.382287315,0,0.7040269665543002,1.6367536265030778,0,0.0002767922492526116,0,0.7071054857926039,0.710173239684762
1437,1437,-445175.9074426427,-444272.71222152706,6642083.007079095,-5441.131745942827,-5441.250993762484,-728.6474439216946,53.099999999999994,6671786.3732881965,0,0.7039501351323606,1.6375710132500991,0,0.00027681360760038775,0,0.7071054857926053,0.7102493979209917
1438,1438,-450616.739217036,-449713.66384983744,6641349.902371075,-5440.530585749356,-5440.651045737118,-737.5618081316497,53.099999999999994,6671786.364288379,0,0.7038723588830841,1.6383883549200826,0,0.00027683522643402633,0,0.7071054857926068,0.7103264759252346
1439,1439,-456056.96618008765,-455154.0118788936,6640607.883792798,-5439.922123394851,-5440.043795389045,-746.4751824427746,53.099999999999994,6671786.355287858,0,0.7037936379108537,1.6392056509545536,0,0.0002768571056601892,0,0.707105485792608,0.710404472984374
1440,1440,-461496.5810300441,-460593.7490067795,6639856.952340144,-5439.3063596959,-5439.429243533226,-755.3875548917683,53.099999999999994,6671786.346286621,0,0.7037139723213199,1.640022900794822,0,0.0002768792451844259,0,0.7071054857926093,0.7104833883770603
1441,1441,-466935.57646597334,-466032.867932399,6639097.109020956,-5438.68329547889,-5438.807390994422,-764.2989135166747,53.099999999999994,6671786.337284659,0,0.7036333622214014,1.6408401038819815,0,0.00027690164491110295,0,0.7071054857926108,0.7105632213737256
1442,1442,-472373.9451877745,-471471.36135548545,6638328.354855039,-5438.052931580006,-5438.178238607192,-773.209246356898,53.099999999999994,6671786.328281965,0,0.7035518077192843,1.6416572596569057,0,0.0002769243047433915,0,0.7071054857926122,0.7106439712366012
1443,1443,-477811.6798961879,-476909.2219766119,6637550.6908741575,-5437.415268845232,-5437.541787215892,-782.118541453219,53.099999999999994,6671786.319278531,0,0.7034693089244226,1.6424743675602462,0,0.00027694722458333857,0,0.7071054857926137,0.7107256372197328
1444,1444,-483248.7732928048,-482346.44249720045,6636764.118122034,-5436.770308130348,-5436.898037674678,-791.0267868478111,53.099999999999994,6671786.310274341,0,0.7033858659475374,1.6432914270324301,0,0.0002769704043317804,0,0.707105485792615,0.7108082185689983
1445,1445,-488685.218080077,-487783.01561953244,6635968.637654348,-5436.118050300927,-5436.246990847497,-799.9339705842564,53.099999999999994,6671786.301269404,0,0.7033014789006171,1.6441084375136563,0,0.0002769938438883965,0,0.7071054857926165,0.7108917145221237
1446,1446,-494121.0069613268,-493218.93404675793,6635164.250538737,-5435.458496232339,-5435.588647608092,-808.8400807075616,53.099999999999994,6671786.292263692,0,0.7032161478969174,1.6449253984438936,0,0.00027701754315170266,0,0.7071054857926179,0.7109761243087005
1447,1447,-499556.1326407569,-498654.1904829056,6634350.957854789,-5434.791646809745,-5434.923008840001,-817.7451052641743,53.099999999999994,6671786.28325721,0,0.7031298730509609,1.6457423092628785,0,0.00027704150201903177,0,0.7071054857926193,0.7110614471502021
1448,1448,-504990.5878234599,-504088.77763289266,6633528.760694047,-5434.117502928097,-5434.25007543655,-826.6490323019989,53.099999999999994,6671786.274249944,0,0.7030426544785368,1.6465591694101116,0,0.00027706572038653667,0,0.7071054857926207,0.711147682260002
1449,1449,-510424.36521542823,-509522.6882025345,6632697.660160008,-5433.4360654921375,-5433.569848300858,-835.5518498704124,53.099999999999994,6671786.265241887,0,0.7029544922967009,1.6473759783248556,0,0.00027709019814920084,0,0.7071054857926221,0.7112348288433908
1450,1450,-515857.4575235641,-514955.9148985545,6631857.657368113,-5432.7473354164,-5432.882328345833,-844.453546020281,53.099999999999994,6671786.256233029,0,0.7028653866237761,1.648192735446133,0,0.0002771149352008462,0,0.7071054857926236,0.7113228860975934
1451,1451,-521289.8574556891,-520388.45042859385,6631008.753445757,-5432.051313625205,-5432.187516494171,-853.3541088039757,53.099999999999994,6671786.247223364,0,0.7027753375793508,1.6490094402127224,0,0.0002771399314340807,0,0.7071054857926251,0.7114118532117871
1452,1452,-526721.557720554,-525820.2875012213,6630150.949532277,-5431.348001052658,-5431.485413678355,-862.2535262753884,53.099999999999994,6671786.238212882,0,0.7026843452842801,1.6498260920631562,0,0.0002771651867403702,0,0.7071054857926262,0.7115017293671201
1453,1453,-532152.5510278485,-531251.4188259431,6629284.2467789585,-5430.637398642653,-5430.7760208406535,-871.1517864899479,53.099999999999994,6671786.229201572,0,0.702592409860685,1.6506426904357194,0,0.00027719070100996727,0,0.7071054857926278,0.7115925137367277
1454,1454,-537582.8300882112,-536681.8371132126,6628408.646349031,-5429.919507348866,-5430.05933893312,-880.0488775046363,53.099999999999994,6671786.220189431,0,0.7024995314319525,1.6514592347684445,0,0.0002772164741319719,0,0.7071054857926292,0.7116842054857527
1455,1455,-543012.3876132393,-542111.53507444,6627524.149417663,-5429.194328134757,-5429.33536891759,-888.9447873780044,53.099999999999994,6671786.211176443,0,0.7024057101227349,1.6522757244991113,0,0.000277242505994296,0,0.7071054857926306,0.7117768037713624
1456,1456,-548441.2163154983,-547540.5054220022,6626630.757171968,-5428.461861973566,-5428.604111765683,-897.8395041701884,53.099999999999994,6671786.20216261,0,0.70231094605895,1.6530921590652419,0,0.0002772687964836541,0,0.707105485792632,0.7118703077427676
1457,1457,-553869.3089085318,-552968.7408692528,6625728.470810995,-5427.722109848314,-5427.865568458797,-906.7330159429255,53.099999999999994,6671786.193147915,0,0.7022152393677813,1.6539085379040996,0,0.00027729534548557883,0,0.7071054857926335,0.7119647165412409
1458,1458,-559296.6581068712,-558396.2341305317,6624817.291545734,-5426.975072751803,-5427.119739988109,-915.6253107595697,53.099999999999994,6671786.184132354,0,0.7021185901776774,1.654724860452687,0,0.0002773221528844417,0,0.7071054857926349,0.712060029300136
1459,1459,-564723.2566260458,-563822.9779211746,6623897.2205991065,-5426.22075168661,-5426.366627354577,-924.5163766851088,53.099999999999994,6671786.175115917,0,0.7020209986183517,1.6555411261477408,0,0.0002773492185633878,0,0.7071054857926362,0.7121562451449066
1460,1460,-570149.0971825923,-569248.9649575233,6622968.259205972,-5425.459147665089,-5425.6062315689305,-933.406201786179,53.099999999999994,6671786.1660985965,0,0.7019224648207826,1.6563573344257319,0,0.0002773765424043848,0,0.7071054857926377,0.7122533631931247
1461,1461,-575574.1724940646,-574674.1879569351,6622030.40861312,-5424.690261709371,-5424.838553651679,-942.2947741310825,53.099999999999994,6671786.157080384,0,0.7018229889172132,1.6571734847228603,0,0.00027740412428825984,0,0.7071054857926392,0.7123513825545011
1462,1462,-580998.4752790435,-580098.6396377928,6621083.670079272,-5423.914094851357,-5424.063594633103,-951.1820817898018,53.099999999999994,6671786.148061267,0,0.7017225710411507,1.6579895764750543,0,0.0002774319640945735,0,0.7071054857926405,0.7124503023309046
1463,1463,-586421.998257147,-585522.3127195142,6620128.044875079,-5423.130648132722,-5423.2813555532575,-960.0681128340174,53.099999999999994,6671786.139041244,0,0.7016212113273669,1.6588056091179675,0,0.0002774600617017581,0,0.7071054857926419,0.7125501216163803
1464,1464,-591844.7341490393,-590945.1999225621,6619163.534283118,-5422.339922604912,-5422.4918374619665,-968.9528553371224,53.099999999999994,6671786.130020304,0,0.7015189099118977,1.6596215820869749,0,0.0002774884169870137,0,0.7071054857926433,0.7126508394971712
1465,1465,-597266.6756764408,-596367.2939684541,6618190.139597894,-5421.541919329144,-5421.695041418825,-977.8362973742396,53.099999999999994,6671786.120998436,0,0.701415666932043,1.6604374948171723,0,0.0002775170298263568,0,0.7071054857926448,0.7127524550517362
1466,1466,-602687.8155621385,-601788.5875797722,6617207.862125833,-5420.736639376399,-5420.890968493195,-986.7184270222368,53.099999999999994,6671786.111975635,0,0.7013114825263661,1.661253346743371,0,0.0002775459000946343,0,0.7071054857926462,0.7128549673507721
1467,1467,-608108.1465299948,-607209.0734801727,6616216.703185285,-5419.924083827426,-5420.079619764207,-995.599232359743,53.099999999999994,6671786.102951889,0,0.7012063568346943,1.6620691373000984,0,0.00027757502766543717,0,0.7071054857926478,0.712958375457232
1468,1468,-613527.6613049579,-612628.7443943957,6615216.664106523,-5419.104253772743,-5419.260996320755,-1004.4787014671645,53.099999999999994,6671786.0939271925,0,0.701100289998118,1.6628848659215931,0,0.0002776044124112325,0,0.7071054857926492,0.7130626784263462
1469,1469,-618946.3526130717,-618047.5930482754,6614207.746231734,-5418.277150312625,-5418.435099261499,-1013.3568224267007,53.099999999999994,6671786.084901539,0,0.7009932821589907,1.6637005320418021,0,0.000277634054203232,0,0.7071054857926506,0.7131678753056434
1470,1470,-624364.2131814846,-623465.6121687494,6613189.950915025,-5417.442774557114,-5417.60192969486,-1022.2335833223603,53.099999999999994,6671786.075874917,0,0.7008853334609292,1.6645161350943791,0,0.00027766395291146245,0,0.707105485792652,0.7132739651349698
1471,1471,-629781.2357384606,-628882.7944838686,6612163.279522415,-5416.60112762601,-5416.761488739019,-1031.1089722399774,53.099999999999994,6671786.066847316,0,0.7007764440488127,1.6653316745126823,0,0.00027769410840477977,0,0.7071054857926533,0.7133809469465114
1472,1472,-635197.4130133878,-634299.132722807,6611127.733431841,-5415.752210648874,-5415.913777521919,-1039.9829772672272,53.099999999999994,6671786.05781873,0,0.7006666140687834,1.6661471497297697,0,0.0002777245205507886,0,0.7071054857926549,0.7134888197648135
1473,1473,-640612.7377367893,-639714.6196158712,6610083.314033148,-5414.896024765024,-5415.058797181258,-1048.855586493642,53.099999999999994,6671786.048789158,0,0.7005558436682457,1.6669625601783995,0,0.0002777551892158945,0,0.7071054857926563,0.7135975826068026
1474,1474,-646027.2026403319,-645129.2478945107,6609030.02272809,-5414.032571123534,-5414.196548864494,-1057.7267880106272,53.099999999999994,6671786.039758577,0,0.7004441329958662,1.6677779052910233,0,0.00027778611426536494,0,0.7071054857926576,0.7137072344818073
1475,1475,-651440.8004568367,-650543.0102913271,6607967.860930332,-5413.161850883231,-5413.327033728835,-1066.5965699114777,53.099999999999994,6671786.03072699,0,0.7003314822015736,1.6685931844997879,0,0.00027781729556315633,0,0.7071054857926591,0.7138177743915789
1476,1476,-656853.5239202882,-655955.8995400843,6606896.830065441,-5412.2838652126975,-5412.450252941247,-1075.4649202913931,53.099999999999994,6671786.021694387,0,0.7002178914365583,1.6694083972365301,0,0.0002778487329721095,0,0.7071054857926606,0.7139292013303141
1477,1477,-662265.3657658446,-661367.9083757178,6605816.93157089,-5411.398615290267,-5411.566207678445,-1084.3318272474944,53.099999999999994,6671786.012660756,0,0.7001033608532725,1.6702235429327736,0,0.00027788042635380593,0,0.7071054857926621,0.7140415142846755
1478,1478,-667676.3187298473,-666779.0295343449,6604728.1668960545,-5410.506102304022,-5410.674899126894,-1093.1972788788398,53.099999999999994,6671786.003626089,0,0.6999878906054295,1.6710386210197283,0,0.0002779123755686319,0,0.7071054857926635,0.7141547122338137
1479,1479,-673086.3755498306,-672189.2557532741,6603630.537502208,-5409.606327451792,-5409.776328482811,-1102.0612632864404,53.099999999999994,6671785.994590379,0,0.699871480848004,1.6718536309282857,0,0.00027794458047576616,0,0.7071054857926647,0.7142687941493888
1480,1480,-678495.5289645314,-677598.579771015,6602524.044862522,-5408.699291941156,-5408.870496952154,-1110.9237685732762,53.099999999999994,6671785.985553624,0,0.6997541317372317,1.672668572089017,0,0.000277977040933136,0,0.7071054857926665,0.7143837589955926
1481,1481,-683903.7717138991,-683006.994327288,6601408.690462066,-5407.784996989436,-5407.9574057506325,-1119.7847828443125,53.099999999999994,6671785.976515802,0,0.6996358434306089,1.6734834439321717,0,0.00027800975679751687,0,0.7071054857926679,0.7144996057291707
1482,1482,-689311.0965391054,-688414.4921630343,6600284.475797802,-5406.863443823699,-5407.037056103695,-1128.6442942065153,53.099999999999994,6671785.967476914,0,0.6995166160868928,1.6742982458876727,0,0.00027804272792442266,0,0.7071054857926693,0.7146163332994445
1483,1483,-694717.4961825539,-693821.0660204252,6599151.402378586,-5405.934633680751,-5406.1094492465345,-1137.5022907688679,53.099999999999994,6671785.958436951,0,0.6993964498661005,1.6751129773851143,0,0.00027807595416815895,0,0.7071054857926706,0.7147339406483333
1484,1484,-700122.9633878899,-699226.7086428722,6598009.471725161,-5404.998567807142,-5405.174586424084,-1146.358760642386,53.099999999999994,6671785.949395904,0,0.6992753449295096,1.6759276378537613,0,0.00027810943538182577,0,0.7071054857926722,0.7148524267103773
1485,1485,-705527.49090001,-704631.4127750364,6596858.68537016,-5404.055247459156,-5404.232468891015,-1155.2136919401346,53.099999999999994,6671785.940353765,0,0.6991533014396574,1.6767422267225436,0,0.00027814317141728684,0,0.7071054857926737,0.7149717904127599
1486,1486,-710931.071465072,-710035.1711628387,6595699.044858102,-5403.104673902817,-5403.283097911735,-1164.0670727772433,53.099999999999994,6671785.931310529,0,0.6990303195603411,1.6775567434200553,0,0.0002781771621251834,0,0.7071054857926753,0.7150920306753302
1487,1487,-716333.6978305046,-715437.9765534691,6594530.551745388,-5402.146848413883,-5402.32647476039,-1172.9188912709226,53.099999999999994,6671785.922266174,0,0.6989063994566174,1.6783711873745517,0,0.000278211407354954,0,0.7071054857926766,0.7152131464106257
1488,1488,-721735.3627450173,-720839.8216953967,6593353.207600302,-5401.181772277845,-5401.362600720856,-1181.7691355404795,53.099999999999994,6671785.913220707,0,0.6987815412948019,1.6791855580139463,0,0.00027824590695479804,0,0.707105485792678,0.7153351365238961
1489,1489,-727136.0589586096,-726240.6993383792,6592167.014003008,-5400.209446789927,-5400.391477086743,-1190.6177937073337,53.099999999999994,6671785.904174115,0,0.6986557452424694,1.6799998547658075,0,0.0002782806607716837,0,0.7071054857926794,0.7154579999131253
1490,1490,-732535.7792225814,-731640.602233473,6590971.9725455465,-5399.22987325508,-5399.41310516139,-1199.4648538950337,53.099999999999994,6671785.895126384,0,0.6985290114684539,1.6808140770573583,0,0.00027831566865138476,0,0.7071054857926807,0.715581735469055
1491,1491,-737934.5162895423,-737039.5231330425,6589768.084831835,-5398.243052987986,-5398.427486257867,-1208.310304229272,53.099999999999994,6671785.886077517,0,0.6984013401428475,1.6816282243154708,0,0.0002783509304383704,0,0.7071054857926822,0.715706342075208
1492,1492,-743332.2629134214,-742437.4547907702,6588555.352477663,-5397.248987313052,-5397.434621698966,-1217.1541328379026,53.099999999999994,6671785.877027499,0,0.6982727314370011,1.682442295966665,0,0.0002783864459759601,0,0.7071054857926837,0.7158318186079113
1493,1493,-748729.0118494771,-747834.3899616661,6587333.777110691,-5396.247677564409,-5396.434512817208,-1225.9963278509547,53.099999999999994,6671785.867976316,0,0.698143185523523,1.683256291437106,0,0.00027842221510620814,0,0.7071054857926852,0.715958163936321
1494,1494,-754124.7558543069,-753230.3214020777,6586103.360370449,-5395.239125085913,-5395.427160954836,-1234.8368774006506,53.099999999999994,6671785.85892397,0,0.6980127025762803,1.6840702101526008,0,0.00027845823766992837,0,0.7071054857926866,0.716085376922443
1495,1495,-759519.4876858568,-758625.2418696994,6584864.103908333,-5394.223331231138,-5394.4125674638135,-1243.6757696214206,53.099999999999994,6671785.849870448,0,0.6978812827703971,1.6848840515385968,0,0.00027849451350671995,0,0.707105485792688,0.7162134564211602
1496,1496,-764913.2001034314,-764019.1441235829,6583616.009387604,-5393.20029736338,-5393.3907337058245,-1252.5129926499192,53.099999999999994,6671785.84081575,0,0.6977489262822552,1.6856978150201762,0,0.00027853104245492986,0,0.7071054857926895,0.7163424012802537
1497,1497,-770305.8858677034,-769412.0209241458,6582359.078483384,-5392.170024855649,-5392.3616610522695,-1261.348534625041,53.099999999999994,6671785.83175985,0,0.6976156332894936,1.686511500022058,0,0.00027856782435167245,0,0.707105485792691,0.7164722103404282
1498,1498,-775697.5377407235,-774803.8650331825,6581093.312882657,-5391.132515090673,-5391.325350884265,-1270.182383687937,53.099999999999994,6671785.822702752,0,0.6974814039710081,1.6873251059685912,0,0.0002786048590328159,0,0.7071054857926924,0.7166028824353355
1499,1499,-781088.1484859297,-780194.6692138731,6579818.7142842645,-5390.087769460894,-5390.281804592643,-1279.0145279820297,53.099999999999994,6671785.81364445,0,0.6973462385069513,1.688138632283753,0,0.000278642146332995,0,0.7071054857926939,0.7167344163915991
1500,1500,-786477.7108681576,-785584.4262307934,6578535.284398901,-5389.035789368464,-5389.231023577947,-1287.8449556530295,53.099999999999994,6671785.804584929,0,0.6972101370787326,1.6889520783911482,0,0.0002786796860856084,0,0.7071054857926953,0.7168668110288374
1501,1501,-791866.2176536495,-790973.1288499245,6577243.024949117,-5387.9765762252455,-5388.173009250429,-1296.6736548489507,53.099999999999994,6671785.795524183,0,0.6970730998690169,1.6897654437140033,0,0.00027871747812280474,0,0.7071054857926966,0.71700006515969
1502,1502,-797253.6616100648,-796360.769838663,6575941.937669312,-5386.91013145281,-5387.107763030051,-1305.5006137201274,53.099999999999994,6671785.786462207,0,0.6969351270617258,1.6905787276751671,0,0.0002787555222754615,0,0.7071054857926982,0.71713417758984
1503,1503,-802640.035506489,-801747.3419658301,6574632.024305734,-5385.836456482433,-5386.0352863464805,-1314.3258204192289,53.099999999999994,6671785.77739899,0,0.696796218842036,1.6913919296971052,0,0.0002787938183732733,0,0.7071054857926996,0.7172691471180406
1504,1504,-808025.3321134439,-807132.8380016813,6573313.286616479,-5384.755552755097,-5384.955580639091,-1323.1492631012763,53.099999999999994,6671785.768334521,0,0.6966563753963805,1.6922050492018985,0,0.0002788323662446062,0,0.7071054857927009,0.7174049725361383
1505,1505,-813409.544202897,-812517.2507179165,6571985.726371485,-5383.667421721482,-5383.868647356957,-1331.9709299236583,53.099999999999994,6671785.759268794,0,0.6965155969124468,1.6930180856112405,0,0.00027887116571665425,0,0.7071054857927023,0.7175416526290985
1506,1506,-818792.6645482715,-817900.5728876897,6570649.345352531,-5382.572064841974,-5382.774487958854,-1340.7908090461463,53.099999999999994,6671785.750201804,0,0.6963738835791775,1.6938310383464352,0,0.00027891021661527633,0,0.7071054857927038,0.7176791861750306
1507,1507,-824174.6859244555,-823282.7972856183,6569304.145353238,-5381.469483586653,-5381.6731039132555,-1349.6088886309112,53.099999999999994,6671785.741133539,0,0.6962312355867704,1.6946439068283932,0,0.0002789495187651471,0,0.7071054857927054,0.7178175719452117
1508,1508,-829555.6011078126,-828663.916687793,6567950.12817906,-5380.359679435298,-5380.564496698335,-1358.4251568425389,53.099999999999994,6671785.732063992,0,0.6960876531266772,1.6954566904776291,0,0.00027898907198966233,0,0.7071054857927067,0.7179568087041133
1509,1509,-834935.4028761905,-834043.9238717876,6566587.295647288,-5379.242653877381,-5379.448667801956,-1367.2396018480463,53.099999999999994,6671785.722993153,0,0.6959431363916041,1.6962693887142595,0,0.00027902887611096347,0,0.7071054857927082,0.7180968952094259
1510,1510,-840314.0840089314,-839422.8116166687,6565215.649587043,-5378.118408412066,-5378.3256187216775,-1376.0522118168972,53.099999999999994,6671785.713921021,0,0.6957976855755114,1.6970820009579999,0,0.00027906893094992467,0,0.7071054857927097,0.7182378302120836
1511,1511,-845691.6372868817,-844800.5727030053,6563835.191839276,-5376.986944548209,-5377.19535096475,-1384.8629749210177,53.099999999999994,6671785.704847579,0,0.6956513008736128,1.6978945266281629,0,0.0002791092363261588,0,0.7071054857927109,0.7183796124562906
1512,1512,-851068.0554924011,-850177.1999128782,6562445.924256764,-5375.848263804352,-5376.057866048111,-1393.671879334813,53.099999999999994,6671785.695772825,0,0.6955039824823755,1.698706965143653,0,0.00027914979205803257,0,0.7071054857927125,0.7185222406795461
1513,1513,-856443.3314093731,-855552.6860298903,6561047.848704111,-5374.702367708726,-5374.913165498383,-1402.4789132351823,53.099999999999994,6671785.686696747,0,0.6953557305995204,1.699519315922967,0,0.0002791905979626338,0,0.7071054857927139,0.7186657136126693
1514,1514,-861817.4578232139,-860927.0238391759,6559640.967057738,-5373.5492577992445,-5373.761250851877,-1411.2840648015356,53.099999999999994,6671785.677619339,0,0.6952065454240203,1.7003315783841881,0,0.0002792316538558089,0,0.7071054857927155,0.7188100299798269
1515,1515,-867190.4275208827,-866300.2061274104,6558225.281205892,-5372.388935623502,-5372.602123654584,-1420.0873222158086,53.099999999999994,6671785.6685405895,0,0.6950564271561015,1.7011437519449868,0,0.0002792729595521069,0,0.7071054857927168,0.7189551884985566
1516,1516,-872562.233290891,-871672.22568282,6556800.79304863,-5371.221402738776,-5371.435785462177,-1428.8886736624793,53.099999999999994,6671785.659460497,0,0.6949053759972423,1.7019558360226148,0,0.00027931451486481703,0,0.7071054857927185,0.7191011878797944
1517,1517,-877932.8679233127,-877043.0752951914,6555367.504497827,-5370.04666071202,-5370.262237840006,-1437.6881073285836,53.099999999999994,6671785.65037905,0,0.6947533921501732,1.7027678300339046,0,0.0002793563196059761,0,0.7071054857927199,0.7192480268279001
1518,1518,-883302.3242097931,-882412.7477558816,6553925.41747717,-5368.864711119863,-5369.081482363097,-1446.485611403731,53.099999999999994,6671785.641296236,0,0.6946004758188765,1.7035797333952645,0,0.000279398373586342,0,0.7071054857927211,0.7193957040406832
1519,1519,-888670.5949435593,-887781.2358578275,6552474.533922153,-5367.67555554861,-5367.893520616152,-1455.2811740801208,53.099999999999994,6671785.632212052,0,0.6944466272085861,1.7043915455226788,0,0.0002794406766153911,0,0.7071054857927226,0.7195442182094295
1520,1520,-894037.6729194291,-893148.5323955553,6551014.855780077,-5366.4791955942355,-5366.698354193543,-1464.0747835525576,53.099999999999994,6671785.623126493,0,0.694291846525787,1.7052032658317025,0,0.00027948322850131945,0,0.7071054857927243,0.7196935680189264
1521,1521,-899403.5509338217,-898514.6301651906,6549546.38501005,-5365.275632862385,-5365.495984699314,-1472.8664280184676,53.099999999999994,6671785.614039544,0,0.6941361339782156,1.70601489373746,0,0.00027952602905107415,0,0.7071054857927257,0.7198437521474897
1522,1522,-904768.2217847664,-903879.5219644678,6548069.123582976,-5364.064868968369,-5364.286413747175,-1481.6560956779135,53.099999999999994,6671785.604951197,0,0.6939794897748587,1.706826428654642,0,0.00027956907807029233,0,0.7071054857927271,0.7199947692669905
1523,1523,-910131.6782719126,-909243.20059274,6546583.073481562,-5362.846905537167,-5363.069642960502,-1490.443774733612,53.099999999999994,6671785.595861447,0,0.6938219141259536,1.707637869997502,0,0.0002796123753633435,0,0.7071054857927287,0.72014661804288
1524,1524,-915493.9131965397,-914605.6588509883,6545088.2367003085,-5361.621744203418,-5361.845673972335,-1499.2294533909474,53.099999999999994,6671785.586770287,0,0.6936634072429878,1.7084492171798549,0,0.0002796559207333203,0,0.7071054857927299,0.7202992971342183
1525,1525,-920854.9193615665,-919966.8895418317,6543584.61524551,-5360.389386611423,-5360.614508425375,-1508.0131198579895,53.099999999999994,6671785.577677705,0,0.6935039693386986,1.7092604696150735,0,0.0002796997139820288,0,0.7071054857927316,0.7204528051936986
1526,1526,-926214.6895715611,-925326.8854695368,6542072.211135252,-5359.149834415142,-5359.376147971981,-1516.7947623455086,53.099999999999994,6671785.568583696,0,0.6933436006270732,1.7100716267160854,0,0.000279743754909991,0,0.707105485792733,0.7206071408676753
1527,1527,-931573.2166327499,-930685.6394400274,6540551.026399408,-5357.903089278192,-5358.130594274169,-1525.5743690669908,53.099999999999994,6671785.559488252,0,0.6931823013233478,1.7108826878953705,0,0.00027978804331642976,0,0.7071054857927344,0.7207623027961905
1528,1528,-936930.4933530282,-936043.1442608942,6539021.063079635,-5356.6491528738425,-5356.877849003612,-1534.3519282386544,53.099999999999994,6671785.550391367,0,0.6930200716440074,1.7116936525649604,0,0.0002798325789992991,0,0.707105485792736,0.7209182896130011
1529,1529,-942286.5125419693,-941399.3927414041,6537482.323229374,-5355.388026885015,-5355.617913841633,-1543.127428079466,53.099999999999994,6671785.541293024,0,0.6928569118067864,1.7125045201364308,0,0.0002798773617552465,0,0.7071054857927372,0.721075099945604
1530,1530,-947641.2670108342,-946754.3776925105,6535934.808913846,-5354.119713004283,-5354.350790479204,-1551.9008568111553,53.099999999999994,6671785.532193224,0,0.6926928220306672,1.713315290020904,0,0.00027992239137964337,0,0.7071054857927388,0.7212327324152658
1531,1531,-952994.7495725813,-952108.0919268625,6534378.522210047,-5352.844212933865,-5353.076480616948,-1560.6722026582324,53.099999999999994,6671785.523091955,0,0.6925278025358803,1.7141259616290423,0,0.0002799676676665359,0,0.7071054857927401,0.7213911856370472
1532,1532,-958346.953041876,-957460.5282588145,6532813.465206748,-5351.561528385624,-5351.794985965132,-1569.441453848002,53.099999999999994,6671785.513989214,0,0.692361853543904,1.7149365343710479,0,0.0002800131904087152,0,0.7071054857927417,0.7215504582198321
1533,1533,-963697.8702351004,-962811.6795044361,6531239.640004492,-5350.2716610810685,-5350.5063082436645,-1578.2085986105806,53.099999999999994,6671785.5048849825,0,0.6921949752774647,1.7157470076566577,0,0.0002800589593976337,0,0.7071054857927431,0.7217105487663528
1534,1534,-969047.4939703629,-968161.5384815217,6529657.048715591,-5348.974612751345,-5349.210449182097,-1586.9736251789109,53.099999999999994,6671785.4957792675,0,0.6920271679605352,1.7165573808951424,0,0.00028010497442347614,0,0.7071054857927447,0.7218714558732193
1535,1535,-974395.8170675081,-973510.0980095998,6528065.693464121,-5347.67038513724,-5347.90741051962,-1595.736521788779,53.099999999999994,6671785.4866720475,0,0.691858431818336,1.7173676534953046,0,0.0002801512352751264,0,0.7071054857927461,0.722033178130945
1536,1536,-979742.832348126,-978857.3509099433,6526465.576385921,-5346.358979989175,-5346.597194005057,-1604.4972766788294,53.099999999999994,6671785.47756332,0,0.691688767077334,1.7181778248654713,0,0.0002801977417401243,0,0.7071054857927477,0.7221957141239745
1537,1537,-985088.5326355618,-984203.2900055785,6524856.69962859,-5345.040399067205,-5345.2798013968695,-1613.2558780905804,53.099999999999994,6671785.468453074,0,0.6915181739652421,1.7189878944134978,0,0.00028024449360477605,0,0.7071054857927489,0.7223590624307119
1538,1538,-990432.9107549256,-989547.908121295,6523239.065351484,-5343.714644141016,-5343.955234463148,-1622.012314268441,53.099999999999994,6671785.459341306,0,0.6913466527110197,1.7197978615467593,0,0.0002802914906540073,0,0.7071054857927503,0.7225232216235467
1539,1539,-995775.9595331021,-994891.1980836554,6521612.675725715,-5342.381716989923,-5342.6234949816135,-1630.766573459726,53.099999999999994,6671785.4502280075,0,0.6911742035448719,1.7206077256721515,0,0.00028033873267144515,0,0.7071054857927519,0.7226881902688821
1540,1540,-1001117.6717987601,-1000233.1527210047,6519977.532934144,-5341.041619402867,-5341.284584739612,-1639.5186439146717,53.099999999999994,6671785.44111317,0,0.6910008266982489,1.7214174861960863,0,0.0002803862194394772,0,0.7071054857927535,0.7228539669271634
1541,1541,-1006458.040382362,-1005573.76486348,6518333.639171381,-5339.694353178413,-5339.938505534116,-1648.2685138864517,53.099999999999994,6671785.43199678,0,0.6908265224038461,1.7222271425244897,0,0.00028043395073910465,0,0.7071054857927548,0.7230205501529042
1542,1542,-1011797.0581161737,-1010913.0273430204,6516680.99664378,-5338.339920124748,-5338.585259171719,-1657.0161716311932,53.099999999999994,6671785.422878839,0,0.6906512908956041,1.7230366940627981,0,0.0002804819263500417,0,0.7071054857927563,0.723187938494715
1543,1543,-1017134.7178342742,-1016250.9329933764,6515019.60756944,-5336.978322059676,-5337.224847468634,-1665.7616054079917,53.099999999999994,6671785.413759335,0,0.6904751324087073,1.723846140215958,0,0.0002805301460506767,0,0.7071054857927579,0.7233561304953309
1544,1544,-1022471.0123725649,-1021587.4746501193,6513349.474178199,-5335.6095608106225,-5335.85727225069,-1674.5048034789281,53.099999999999994,6671785.404638252,0,0.6902980471795849,1.7246554803884184,0,0.00028057860961809133,0,0.7071054857927592,0.7235251246916389
